codigofuente-auth-1  | [Mon Apr 03 19:44:21.300715 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.10 (Debian) PHP/7.0.27 configured -- resuming normal operations
codigofuente-storage5-1            | 10.81.234.2 - - [03/Apr/2023:19:44:35 +0000] "POST /upload.php?file=c/769d6e64f387c60e46fbcf52a9cd900482d7c76b&operationId=642b2ca37aa3f5.51985066&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 300 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:36 +0000] "POST /upload.php?file=abekeys/fd1eea8c96696cdea21c456e296842d66fe06423&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=c/edfa4bcb20fdb231763ce629975fce865520f169&operationId=642b2ca4e63d14.55979678&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 300 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=c/987dd8b2080ff27d125a27bafa972ff25b1c1add&operationId=642b2ca4e57ea5.97866640&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 298 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=abekeys/d22533021bc7389ccaa849fc5afc690aac12740f&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=abekeys/054e76fc71bbb8866c3add602539331c20b733c7&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=c/47eed75dd5739225e796a95b66c191ddd250565e&operationId=642b2ca5676fa7.87259082&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 299 "-" "Java/18.0.2-ea"
codigofuente-db_auth-1             | The database cluster will be initialized with locale "en_US.utf8".
codigofuente-db_auth-1             | The default database encoding has accordingly been set to "UTF8".
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "GET /subscription/v1/view/catalog/6893389c97b613470d62063824e26cb3afeea32b817f7b4ccc57a3714a40643d/?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 594 "-" "-"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "POST /upload.php?file=abekeys/727110998e3aa94471e95087efaffa9b6a98281a&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "POST /upload.php?file=abekeys/f8c1fe873a3c8f32cf616cb08b906374c4aee013&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage5-1            | 10.81.234.2 - - [03/Apr/2023:19:44:35 +0000] "POST /upload.php?file=abekeys/a9d34eb23a7282324621b0c8b6e216d061c26824&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage5-1            | 10.81.234.2 - - [03/Apr/2023:19:44:35 +0000] "POST /upload.php?file=abekeys/f6d25388eb0c33f7b19f139a38ae89e58ad6cf50&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage5-1            | 10.81.234.2 - - [03/Apr/2023:19:44:36 +0000] "POST /upload.php?file=c/77e796556f36312b1c425b8bd1e2af159dcb1715&operationId=642b2ca43c5407.13935420&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 300 "-" "Java/18.0.2-ea"
codigofuente-storage5-1            | 10.81.234.2 - - [03/Apr/2023:19:44:36 +0000] "POST /upload.php?file=c/e8cf17eda7350e4a418b78ce885c5c0eba339081&operationId=642b2ca43cf4b9.48945549&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 300 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-db_metadata-1         | ALTER SEQUENCE
codigofuente-db_metadata-1         | CREATE TABLE
codigofuente-db_metadata-1         | ALTER TABLE
codigofuente-db_metadata-1         | CREATE TABLE
codigofuente-db_metadata-1         | ALTER TABLE
codigofuente-db_metadata-1         | CREATE SEQUENCE
codigofuente-db_metadata-1         | ALTER TABLE
codigofuente-db_metadata-1         | ALTER SEQUENCE
codigofuente-db_metadata-1         | CREATE TABLE
codigofuente-db_pub_sub-1          | You can change this by editing pg_hba.conf or using the option -A, or
codigofuente-db_pub_sub-1          | --auth-local and --auth-host, the next time you run initdb.
codigofuente-db_pub_sub-1          | waiting for server to start....2023-04-03 19:44:20.620 UTC [49] LOG:  starting PostgreSQL 12.14 (Debian 12.14-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit
codigofuente-db_pub_sub-1          | 2023-04-03 19:44:20.624 UTC [49] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
codigofuente-db_pub_sub-1          | 2023-04-03 19:44:20.639 UTC [50] LOG:  database system was shut down at 2023-04-03 19:44:20 UTC
codigofuente-db_pub_sub-1          | 2023-04-03 19:44:20.646 UTC [49] LOG:  database system is ready to accept connections
codigofuente-db_pub_sub-1          |  done
codigofuente-db_pub_sub-1          | server started
codigofuente-db_pub_sub-1          | CREATE DATABASE
codigofuente-db_pub_sub-1          | 
codigofuente-db_pub_sub-1          | 
codigofuente-db_auth-1             | The default text search configuration will be set to "english".
codigofuente-db_auth-1             | 
codigofuente-db_auth-1             | Data page checksums are disabled.
codigofuente-db_auth-1             | 
codigofuente-db_auth-1             | fixing permissions on existing directory /var/lib/postgresql/data ... ok
codigofuente-db_auth-1             | creating subdirectories ... ok
codigofuente-db_auth-1             | selecting dynamic shared memory implementation ... posix
codigofuente-db_auth-1             | selecting default max_connections ... 100
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=abekeys/8ff758987874811eddebb1cf99697381bedd7e01&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "POST /upload.php?file=abekeys/eb407cebe26160c06fe7267a51d5665cb289750f&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage3-1            | 10.81.234.2 - - [03/Apr/2023:19:44:37 +0000] "POST /upload.php?file=abekeys/3402aec4e593afa96b563260913730ee79ddc140&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "POST /upload.php?file=abekeys/62e95ff5fdd9ceb4dd1c6c7f86a8371f92f3b35e&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "POST /upload.php?file=c/20378884d5d072c08b2dcdb9fd2c2320cb0a80f8&operationId=642b2ca1cac650.77008460&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 299 "-" "Java/18.0.2-ea"
codigofuente-storage4-1            | 10.81.234.2 - - [03/Apr/2023:19:44:35 +0000] "POST /upload.php?file=c/8d5faaccdd5c315302ea1ca9c4ffa5a5f8360b18&operationId=642b2ca2f08933.00709469&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 299 "-" "Java/18.0.2-ea"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:38 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-storage4-1            | 10.81.234.2 - - [03/Apr/2023:19:44:35 +0000] "POST /upload.php?file=abekeys/df91eb32cd2cf8952b289bd886da8f0ade4def10&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:38 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:38 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:38 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:38 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:38 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:39 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:39 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-auth-1                | 172.22.0.21 - - [03/Apr/2023:19:44:39 +0000] "GET /auth/v1/users?access_token=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 406 213 "-" "-"
codigofuente-storage2-1            | 10.81.234.2 - - [03/Apr/2023:19:44:40 +0000] "POST /upload.php?file=c/8d2081ce5cd434be76ddc0e3ac6b10849c1243b6&operationId=642b2ca8705821.30701329&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 300 "-" "Java/18.0.2-ea"
codigofuente-storage2-1            | 10.81.234.2 - - [03/Apr/2023:19:44:40 +0000] "POST /upload.php?file=abekeys/87ffa2db32c113470b385253aef0498fd5b30d89&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/catalogs?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 201 299 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/catalogs?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 201 299 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/catalogs?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 201 299 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/catalogs?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 201 299 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-db_metadata-1         | ALTER TABLE
codigofuente-apigateway-1          | 172.22.0.21 - - [03/Apr/2023:19:44:36 +0000] "POST /pub_sub/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5/files/upload HTTP/1.1" 201 362 "-" "-"
codigofuente-db_metadata-1         | CREATE TABLE
codigofuente-apigateway-1          | 172.22.0.21 - - [03/Apr/2023:19:44:36 +0000] "POST /pub_sub/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5/files/upload HTTP/1.1" 201 362 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&namefile=Prueba1112.dcm&sizefile=787240&dispersemode=SINGLE&isciphered=true&hashfile=aa66bbd2667776691515e6ab87c715d6&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&namefile=Prueba12.dcm&sizefile=787240&dispersemode=SINGLE&isciphered=true&hashfile=05457e57d761bb33141c09b3dd847370&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&namefile=Prueba126.dcm&sizefile=787240&dispersemode=SINGLE&isciphered=true&hashfile=88220f3f5a05256f755dcddd2c03b9da&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&namefile=Prueba142.dcm&sizefile=787240&dispersemode=SINGLE&isciphered=true&hashfile=f5e3719e9d80fa3a65789c906ec25ead&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 172.22.0.7 - - [03/Apr/2023:19:44:32 +0000] "GET /updateOperation.php?operationId=642b2ca0cb9298.74937255&chunkId=c/b923f32693209886fd3e6a98efe7e36c5b4e0601 HTTP/1.1" 200 195 "-" "-"
codigofuente-metadata-1            | 172.22.0.7 - - [03/Apr/2023:19:44:32 +0000] "GET /updateOperation.php?operationId=642b2ca0cc0e98.88317254&chunkId=c/22560edae3d8fe86f46605034220b3d99abe0bb5 HTTP/1.1" 200 195 "-" "-"
codigofuente-metadata-1            | 172.22.0.7 - - [03/Apr/2023:19:44:32 +0000] "GET /updateOperation.php?operationId=642b2ca0cb7992.36035691&chunkId=c/8b547f148e5fe68eb4c12ecc6848608a3597e7c1 HTTP/1.1" 200 195 "-" "-"
codigofuente-metadata-1            | 172.22.0.15 - - [03/Apr/2023:19:44:32 +0000] "GET /updateOperation.php?operationId=642b2ca0ceec78.48446497&chunkId=c/ef3815561131d17a0b796d99272e86f07eaff5da HTTP/1.1" 200 195 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/catalogs?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 201 292 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&keyfile=b923f32693209886fd3e6a98efe7e36c5b4e0601 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&keyfile=22560edae3d8fe86f46605034220b3d99abe0bb5 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:44:31 +0000] "POST /subscription/v1/catalogs?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 201 292 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&keyfile=8b547f148e5fe68eb4c12ecc6848608a3597e7c1 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5&keyfile=ef3815561131d17a0b796d99272e86f07eaff5da HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787240&chunks=1&keyfile=b923f32693209886fd3e6a98efe7e36c5b4e0601&organization=TESTORG&SYNC=25&UPLOAD_PRIVATE_KEY=2&CRYPT_KEY_GENERATION=1&CRYPT_READ=0&CRYPT_CIPHER=2&CRYPT_WRITE=0&CRYPT_SIGN=6&CRYPT_CPABE-CRYPT=52&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=82&UPLOAD_TIME=13&DELIVERY=95&PUBLISH_IN_CATALOG=18&UPLOAD_COMPLETED=200 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787240&chunks=1&keyfile=22560edae3d8fe86f46605034220b3d99abe0bb5&organization=TESTORG&SYNC=27&UPLOAD_PRIVATE_KEY=2&CRYPT_KEY_GENERATION=4&CRYPT_READ=0&CRYPT_CIPHER=1&CRYPT_WRITE=0&CRYPT_SIGN=4&CRYPT_CPABE-CRYPT=53&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=84&UPLOAD_TIME=13&DELIVERY=97&PUBLISH_IN_CATALOG=16&UPLOAD_COMPLETED=203 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787240&chunks=1&keyfile=8b547f148e5fe68eb4c12ecc6848608a3597e7c1&organization=TESTORG&SYNC=25&UPLOAD_PRIVATE_KEY=2&CRYPT_KEY_GENERATION=0&CRYPT_READ=0&CRYPT_CIPHER=2&CRYPT_WRITE=1&CRYPT_SIGN=8&CRYPT_CPABE-CRYPT=67&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=97&UPLOAD_TIME=7&DELIVERY=104&PUBLISH_IN_CATALOG=17&UPLOAD_COMPLETED=208 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787240&chunks=1&keyfile=ef3815561131d17a0b796d99272e86f07eaff5da&organization=TESTORG&SYNC=24&UPLOAD_PRIVATE_KEY=1&CRYPT_KEY_GENERATION=1&CRYPT_READ=0&CRYPT_CIPHER=0&CRYPT_WRITE=0&CRYPT_SIGN=3&CRYPT_CPABE-CRYPT=45&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=83&UPLOAD_TIME=12&DELIVERY=95&PUBLISH_IN_CATALOG=18&UPLOAD_COMPLETED=214 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:34 +0000] "POST /upload.php?file=abekeys/34ffd02e1190e07f6639d9be900b5cfbc0e0b063&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:32 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:33 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-db_metadata-1         | ALTER TABLE
codigofuente-apigateway-1          | 172.22.0.21 - - [03/Apr/2023:19:44:37 +0000] "POST /pub_sub/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5/files/upload HTTP/1.1" 201 362 "-" "-"
codigofuente-db_metadata-1         | CREATE TABLE
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:34 +0000] "POST /upload.php?file=c/f84a575ebe386d1408ba35cf1ce15b6aa1f5f7d6&operationId=642b2ca20ae934.53707995&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 300 "-" "Java/18.0.2-ea"
codigofuente-storage1-1            | 10.81.234.2 - - [03/Apr/2023:19:44:34 +0000] "POST /upload.php?file=abekeys/3055ec701fdc2c55b956e2372f798880b43faf8a&tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530 HTTP/1.1" 200 228 "-" "Java/18.0.2-ea"
